E85 (85% OZE z celku) 2007 2008 2009 2010 2011 2012 2013
Dovoz - - - 1 684 927 309 465
Vývoz - - - 16 21 20 66
Tuzemská spotřeba - - 3 353 1 668 906 289 399
E85 (85% OZE z celku) 2014 2015 2016 2017 2018 2019 2020
Dovoz - - - - - - -
Vývoz - - - - - - -
Tuzemská spotřeba - - - - - - -
