FVE 2000 2001 2002 2003 2004 2005 2006
Výroba (MWh) 50 81 116 184 291 414 592
"Instalovaný výkon (MWp) 0,072 0,124 0,155 0,289 0,413 0,586 0,841"
FVE 2007 2008 2009 2010 2011 2012 2013
Výroba (MWh) 2 127 12 937 88 807 615 702 2 182 018 2 148 624 2 032 654
"Instalovaný výkon (MWp) 3,961 39,5 464,6 1 727 1 913 2 022 2 063,5"
FVE 2014 2015 2016 2017 2018 2019 2020
Výroba (MWh) 2 122 869 2 263 846 2 131 455 2 193 368 2 358 880 2 311 574 2 287 014
"Instalovaný výkon (MWp) 2 067,4 2 074,9 2 067,9 2 069,5 2 075,1 2 086,4 2 122,7"
