VTE 2000 2001 2002 2003 2004 2005 2006
Výroba (MWh) 885 – 2 016 4 893 9 871 21 280 49 400
"Instalovaný výkon (MW) – – 6,4 10,6 16,5 22,0 43,5"
VTE 2007 2008 2009 2010 2011 2012 2013
Výroba (MWh) 125 100 244 661 288 067 335 493 397 003 415 817 480 519
"Instalovaný výkon (MW) 113,8 150,0 193,2 213,0 213,0 258,0 262,0"
VTE 2014 2015 2016 2017 2018 2019 2020
Výroba (MWh) 476 544 572 612 496 957 591 038 609 330 700 014 699 083
"Instalovaný výkon (MW) 278,0 280,6 282,0 308,2 316,2 339,4 339,4"
